file_name,category,trip,companion,city,hikers,photos,post
../gpx/lakedistrict2018/2018-04-29_Cat-Bells-and-Derwent-Water.gpx,hiking,Lake District 2018,,,,,
../gpx/lakedistrict2018/2018-04-30_Scafell-Pike.gpx,hiking,Lake District 2018,,,,,
../gpx/lakedistrict2018/2018-05-06_Windsor.gpx,hiking,Lake District 2018,,,,,
../gpx/usa2018/2018-09-19_Goodnow-Mountain.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-09-27_Elephant-Back.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-09-27_Natural-Bridge.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-09-27_Pelican-Creek-Trail.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-09-27_Storm-Point-Nature-Trail.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-09-29_Cascade-Lake.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-09-29_Ice-Lake-Trail.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-09-30_Wraith-Falls.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-01_Beaver-Ponds-Trail.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-02_Pebble-Creek-Trail.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-02_Trout-Lake.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-02_Specimen-Ridge.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-04_Fairy-Falls.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-05_Lone-Star-Geyser.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-07_Phelps-Lake.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-08_Hidden-Falls.gpx,hiking,USA 2018,,,,,
../gpx/usa2018/2018-10-09_Taggart-Lake.gpx,hiking,USA 2018,,,,,
../gpx/madeira2019/2019-02-16_Ponta-de-Sao-Lourenco.gpx,hiking,Madeira 2019,,,,,
../gpx/madeira2019/2019-02-16_Vereda-dos-Balcoes.gpx,hiking,Madeira 2019,,,,,
../gpx/madeira2019/2019-02-18_Caldeirao-Verde.gpx,hiking,Madeira 2019,,,,,
../gpx/canada2019/2019-08-24_Cottonwood-Flat-Trail.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-08-24_Coulee-Trail.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-08-25_Centrosaur-Quarry-Tour.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-08-25_Hoodoos-Trail-Writing-on-Stone.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-08-27_Crypt-Lake.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-08-29_Plain-Of-The-Six-Glaciers.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-08-30_Bow-River-and-Hoodoos.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-08-31_Consolation-Lakes.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-09-01_Sunshine-Meadows.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/2019-09-03_Jasper-Town.gpx,hiking,Canadá 2019,,,,,
../gpx/canada2019/canada-2019-itinerario.gpx,car,Canadá 2019,,,,,
../gpx/walkingfestival2020/2020-08-24_Lac-de-Pudo.gpx,hiking,Walking Festival 2020,Luiyo,,,https://www.flickr.com/photos/yamila_moreno/sets/72157715812811296/,
../gpx/walkingfestival2020/2020-08-25_Bosque-de-Carlac.gpx,hiking,Walking Festival 2020,Luiyo,,,https://www.flickr.com/photos/yamila_moreno/sets/72157715812902296/,
